Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
3,0,-0.5657364610748746,0.4327933656785018,-0.4736736092984604,-0.5024451714361923,2,0
3,1,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,2,1
1,1,0.4333115021019107,0.4327933656785018,-0.4736736092984604,0.4207302360686478,2,1
3,0,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,2,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.47811642890864375,1,0
1,0,1.893458525206443,-0.47454519624983954,-0.4736736092984604,0.395813560675251,2,0
3,1,-0.1814872444684187,-0.47454519624983954,2.0089333664952354,-0.4242561406845337,2,1
2,1,-1.180535207645204,0.4327933656785018,-0.4736736092984604,-0.04295550208861426,0,1
3,1,-1.949033640858116,0.4327933656785018,0.7676298785983874,-0.312172377522981,2,1
3,0,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,2,0
3,0,0.7407108753870755,0.4327933656785018,5.73284383018578,-0.01870931177853076,2,0
3,1,-1.180535207645204,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,2,0
2,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,2,1
3,1,0.12591212881674602,0.4327933656785018,-0.4736736092984604,-0.2859972841804228,2,0
3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,0,1
2,0,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,-0.12491978668775715,2,0
2,0,0.35646165878061953,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,2,1
3,1,-1.1036853643239128,-0.47454519624983954,-0.4736736092984604,-0.4867562231804066,1,1
1,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,0.06635974158478332,2,1
3,1,-1.6416342675729512,2.2474704895351842,0.7676298785983874,-0.22408312108167944,2,0
3,1,0.6638610320657843,0.4327933656785018,5.73284383018578,-0.016444159470040135,2,1
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,0,0
3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.48977642625839407,1,1
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,2,0
1,0,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,0,0
3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,1,1
1,0,0.9712604053509489,0.4327933656785018,-0.4736736092984604,0.39858208016340624,2,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,0,1
3,0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,2,0
3,1,-0.8731358343600393,1.340131927606843,-0.4736736092984604,-0.2859972841804228,2,0
3,1,-1.180535207645204,0.4327933656785018,-0.4736736092984604,-0.42207354059350805,0,1
3,1,0.8175607187083667,0.4327933656785018,-0.4736736092984604,-0.4576454924460446,2,0
2,1,-0.1814872444684187,0.4327933656785018,-0.4736736092984604,-0.22559322262067316,2,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,0
2,1,-2.025883484179407,0.4327933656785018,2.0089333664952354,0.18876253192945994,0,1
3,1,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.48977642625839407,1,1
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,2,0
3,0,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,1,0
3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,1,1
3,0,-0.10463740114712752,1.340131927606843,-0.4736736092984604,-0.21191774308354583,0,0
3,1,-0.8731358343600393,0.4327933656785018,-0.4736736092984604,-0.29002422161773944,2,0
3,0,-1.7184841108942424,3.1548090514635256,0.7676298785983874,0.1506737441786005,2,0
3,0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.4913710934835715,2,0
2,1,-0.027787557825836348,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,2,1
1,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,0.06635974158478332,2,1
2,1,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,2,1
3,0,-0.06621247948648194,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,0,0
2,1,-1.8721837975368247,0.4327933656785018,2.0089333664952354,-0.08968408411123653,2,1
3,0,-1.4110847376090776,4.0621476133918675,2.0089333664952354,0.2958951755118318,2,0
3,0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,0,0
3,0,-1.949033640858116,2.2474704895351842,2.0089333664952354,-0.08666388103324908,2,0
1,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,0,0
3,0,-0.10463740114712752,0.4327933656785018,0.7676298785983874,-0.3414522396297103,0,1
2,1,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,2,1
3,0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.4841568350646187,2,0
3,1,-0.9499856776813305,3.1548090514635256,2.0089333664952354,-0.4888542575852486,2,1
3,0,-0.2583370877897099,1.340131927606843,-0.4736736092984604,-0.47400492578514347,2,0
2,0,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,2,0
3,1,-1.0268355210026217,4.0621476133918675,2.0089333664952354,0.2958951755118318,2,0
3,0,-0.2583370877897099,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,0,0
3,0,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,0.48910360681684706,2,1
3,0,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,-0.494391296561559,2,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,2,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,2,0
3,1,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.397241430886295,2,1
3,0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.46720946885967163,2,0
3,0,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,2,1
3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49162277707340374,1,1
1,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,0.29992211294914856,2,0
2,1,-0.9499856776813305,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,2,1
3,1,0.27961181545932834,2.2474704895351842,-0.4736736092984604,-0.32928686163157667,2,1
3,0,-1.0268355210026217,0.4327933656785018,3.250236854392083,0.04370821849987721,2,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,2,0
3,0,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,2,0
3,0,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,2,0
3,0,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,2,0
1,0,1.2786597786361138,0.4327933656785018,-0.4736736092984604,0.5833178351003071,2,0
3,0,-0.2583370877897099,0.4327933656785018,2.0089333664952354,-0.23415046467497105,2,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,2,0
2,1,0.35646165878061953,-0.47454519624983954,0.7676298785983874,-0.18532384824750675,2,1
2,0,0.35646165878061953,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,2,0
3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,2,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,2,0
3,0,0.27961181545932834,-0.47454519624983954,-0.4736736092984604,-0.4741720436887921,2,0
3,0,0.5870111887444931,1.340131927606843,-0.4736736092984604,-0.4888542575852486,2,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,2,0
3,1,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.494391296561559,2,1
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,2,1
3,0,0.6638610320657843,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,2,0
3,1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.1621689579829361,1,1
1,0,1.3555096219574048,-0.47454519624983954,-0.4736736092984604,0.39858208016340624,2,0
3,1,-1.1421102859845584,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,0,0
3,0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,2,0
3,1,-0.719436147717457,0.4327933656785018,-0.4736736092984604,-0.4505983519307405,2,0
3,1,-0.9499856776813305,-0.47454519624983954,-0.4736736092984604,-0.3573083057891445,0,0
3,0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,2,0
2,0,-0.027787557825836348,0.4327933656785018,-0.4736736092984604,-0.22559322262067316,2,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,2,0
2,0,0.24118689379868277,0.4327933656785018,-0.4736736092984604,-0.04295550208861426,0,0
2,1,0.24118689379868277,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,2,1
3,0,-1.3342348942877864,0.4327933656785018,-0.4736736092984604,-0.42207354059350805,0,1
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,1,0
3,0,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,-0.5046257580584992,2,1
3,1,-0.10463740114712752,0.4327933656785018,0.7676298785983874,-0.19824427701513722,0,1
3,0,1.2018099353148226,-0.47454519624983954,-0.4736736092984604,-0.5079822104125026,2,0
3,0,0.27961181545932834,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,0
3,0,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,-0.5064721088735089,2,0
3,1,1.3555096219574048,0.4327933656785018,-0.4736736092984604,-0.35646868933346404,2,0
2,1,-0.027787557825836348,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,2,1
2,0,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,2,0
2,0,-0.48888661775358344,-0.47454519624983954,-0.4736736092984604,-0.3454791770670269,0,0
1,1,-0.7962859910387481,-0.47454519624983954,2.0089333664952354,-0.11921562980779811,2,1
1,0,0.5870111887444931,0.4327933656785018,-0.4736736092984604,0.4207302360686478,2,0
3,0,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,-0.4628462821463391,2,0
3,1,-0.10463740114712752,-0.47454519624983954,2.0089333664952354,-0.3414522396297103,0,0
3,1,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,2,1
3,1,-0.41203677443229225,0.4327933656785018,-0.4736736092984604,-0.32928686163157667,2,1
3,0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.5125125150294839,1,0
2,0,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,-0.41687275089321363,2,0
2,0,-0.7962859910387481,0.4327933656785018,0.7676298785983874,0.09152810056801232,2,0
3,0,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,-0.49145565916975514,2,1
3,1,-1.56478442425166,1.340131927606843,2.0089333664952354,0.04370821849987721,2,0
2,0,0.5485862670838475,-0.47454519624983954,2.0089333664952354,-0.12491978668775715,2,0
2,0,0.9712604053509489,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,2,0
2,0,1.6629089952425695,-0.47454519624983954,-0.4736736092984604,-0.39623469652696586,2,0
3,0,0.8559856403690123,-0.47454519624983954,2.0089333664952354,-0.35646868933346404,2,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5011867534870308,2,0
1,0,1.6629089952425695,-0.47454519624983954,0.7676298785983874,0.5874293382238074,0,0
3,1,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,-0.49271407711891657,1,1
3,0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,2,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,2,0
3,0,1.1249600919935314,-0.47454519624983954,0.7676298785983874,-0.32425318983493084,2,0
2,1,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,-0.331300330350235,2,1
3,0,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,2,0
3,0,-0.9499856776813305,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,2,0
3,0,-1.56478442425166,-0.47454519624983954,2.0089333664952354,-0.2351571990343002,2,1
1,1,-0.10463740114712752,-0.47454519624983954,0.7676298785983874,0.4589861417231558,2,1
3,1,1.2018099353148226,0.4327933656785018,4.491540342288931,-0.08666388103324908,2,0
1,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.12642988822675086,2,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,0.48910360681684706,2,0
3,0,-1.949033640858116,3.1548090514635256,0.7676298785983874,-0.06199888922968463,1,0
3,0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,2,0
3,0,-0.8731358343600393,0.4327933656785018,0.7676298785983874,-0.4902797934380587,2,0
3,0,-0.10463740114712752,2.2474704895351842,0.7676298785983874,-0.13565761536436197,2,0
1,1,1.5860591519212783,-0.47454519624983954,-0.4736736092984604,-0.07030444769415023,0,0
2,0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,2,0
3,0,0.5101613454232019,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,2,0
2,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.34539461138084326,0,0
3,0,-1.56478442425166,3.1548090514635256,2.0089333664952354,-0.016444159470040135,2,0
3,1,-1.949033640858116,-0.47454519624983954,2.0089333664952354,-0.20495516825442542,2,1
1,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,0.3583127057902398,2,0
3,1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,1,1
1,0,1.2018099353148226,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,2,1
3,0,0.8175607187083667,0.4327933656785018,0.7676298785983874,-0.3363340021468808,1,0
3,0,0.5101613454232019,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,2,0
2,1,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,2,1
2,0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,2,0
3,1,-0.7962859910387481,0.4327933656785018,-0.4736736092984604,-0.4902797934380587,2,1
2,0,-2.025883484179407,0.4327933656785018,0.7676298785983874,-0.12491978668775715,2,1
1,1,1.1249600919935314,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,0,1
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,1,0
3,0,0.9712604053509489,-0.47454519624983954,0.7676298785983874,-0.47920571548543794,2,0
3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,1,1
2,1,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,2,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,2,0
3,0,0.35646165878061953,-0.47454519624983954,-0.4736736092984604,-0.5176307525123133,2,0
3,0,1.2402348569754682,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,0,0
3,0,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,2,1
3,0,0.20276197213803718,0.4327933656785018,-0.4736736092984604,-0.32928686163157667,2,0
3,0,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,-0.2701412180209885,0,1
3,1,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,1,1
1,0,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,-0.024246350754841113,0,1
3,0,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,-0.5064721088735089,2,0
2,1,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,-0.22559322262067316,2,1
3,0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,2,0
2,0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,2,0
3,0,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.49237782784290063,1,0
3,1,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,2,1
2,0,0.9712604053509489,0.4327933656785018,-0.4736736092984604,-0.10478509950117394,2,0
2,0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,2,0
3,0,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,2,1
2,0,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,2,0
3,0,1.6629089952425695,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,2,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,2,0
3,0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.4601623283443675,2,0
2,0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,2,1
3,0,-0.6810112260568114,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,2,0
2,0,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,2,0
3,1,-0.10463740114712752,2.2474704895351842,0.7676298785983874,-0.13565761536436197,2,0
3,0,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,2,0
3,1,-1.8721837975368247,3.1548090514635256,2.0089333664952354,-0.016444159470040135,2,1
2,0,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,2,0
3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49640476528021726,2,0
2,0,1.1249600919935314,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,2,0
2,1,-1.6416342675729512,-0.47454519624983954,2.0089333664952354,-0.11988611489111134,2,1
2,0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,2,0
2,0,0.27961181545932834,-0.47454519624983954,-0.4736736092984604,-0.4012683683236117,2,0
3,1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,0,0
3,1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,1,1
2,0,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,2,0
3,0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.5049620073345151,2,0
3,0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,0,0
3,1,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,2,0
2,1,-0.41203677443229225,-0.47454519624983954,2.0089333664952354,-0.35646868933346404,2,1
1,0,0.5870111887444931,0.4327933656785018,0.7676298785983874,0.40974072380221066,2,1
2,0,1.893458525206443,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,2,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,2,0
3,1,-0.027787557825836348,0.4327933656785018,0.7676298785983874,-0.43776248884929375,2,0
3,0,0.04906228549545483,0.4327933656785018,-0.4736736092984604,-0.32425318983493084,2,0
3,1,0.8944105620296577,-0.47454519624983954,2.0089333664952354,-0.2414492887801075,2,0
3,1,-0.027787557825836348,-0.47454519624983954,2.0089333664952354,-0.3414522396297103,0,1
2,1,1.5860591519212783,-0.47454519624983954,0.7676298785983874,-0.12491978668775715,2,1
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,1,0
3,0,-2.025883484179407,3.1548090514635256,2.0089333664952354,-0.016444159470040135,2,1
1,0,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,2,0
3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,1,0
2,0,0.5101613454232019,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,2,0
3,0,-1.0268355210026217,3.1548090514635256,0.7676298785983874,0.1506737441786005,2,0
3,0,-0.33518693111100106,0.4327933656785018,-0.4736736092984604,-0.4918744606632361,2,1
1,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.024246350754841113,2,0
3,0,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,2,1
2,1,0.8944105620296577,-0.47454519624983954,0.7676298785983874,-0.255795253400548,2,1
1,0,0.5870111887444931,-0.47454519624983954,0.7676298785983874,-0.05042144409739929,0,0
3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,1,1
3,1,1.2018099353148226,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,2,0
2,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,2,0
3,0,-1.7184841108942424,3.1548090514635256,0.7676298785983874,-0.06199888922968463,1,0
3,1,0.4333115021019107,0.4327933656785018,0.7676298785983874,-0.24069423801061057,2,1
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,2,0
3,0,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,2,0
3,0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,2,1
1,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.12491978668775715,2,0
3,0,0.27961181545932834,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,0,0
3,0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,2,1
3,0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,2,0
2,0,0.9712604053509489,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,2,1
3,1,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,1,1
2,0,0.5101613454232019,-0.47454519624983954,-0.4736736092984604,-0.3891875560116617,0,0
3,1,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,-0.4702296719376591,2,0
